subject,seed,solution_id,coupling,cohesion,imbalance,f_semantic,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,pymoo_f3_f_semantic,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector
daytrader,13,seed13_solution000,0.174354243542435422,2.8547619047619048338,1.5279524408322906481,0.48380835853296288995,0.174354243542435422,-2.8547619047619048338,1.5279524408322906481,0.48380835853296288995,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 5, 6, 1, 1, 0, 7, 7, 0, 8, 2, 0, 0, 0, 0, 9, 6, 10, 11, 6, 6, 6, 6, 6, 6, 12, 13, 0, 14, 14, 15, 16, 16, 16, 0, 3]"
daytrader,13,seed13_solution001,0.17619926199261992661,3.2729323308270679149,1.6014411452017316417,0.48671389832661204888,0.17619926199261992661,-3.2729323308270679149,1.6014411452017316417,0.48671389832661204888,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 8, 0, 9, 10, 0, 0, 0, 0, 11, 7, 12, 13, 7, 14, 14, 7, 7, 7, 15, 16, 0, 17, 17, 17, 18, 18, 18, 0, 12]"
daytrader,13,seed13_solution002,0.17619926199261992661,2.8621693121693123629,1.5500433508332729371,0.48671389832661204888,0.17619926199261992661,-2.8621693121693123629,1.5500433508332729371,0.48671389832661204888,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 8, 0, 9, 10, 0, 0, 0, 0, 11, 7, 12, 13, 7, 5, 5, 7, 7, 7, 14, 15, 0, 16, 16, 16, 17, 17, 17, 0, 12]"
daytrader,13,seed13_solution003,0.18357933579335794505,2.6677871148459386674,1.4959301617294187281,0.48917785721099127372,0.18357933579335794505,-2.6677871148459386674,1.4959301617294187281,0.48917785721099127372,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 4, 0, 0, 0, 0, 0, 5, 6, 1, 1, 0, 7, 7, 0, 8, 9, 0, 0, 0, 0, 10, 6, 11, 12, 6, 13, 14, 6, 6, 6, 15, 12, 0, 13, 13, 13, 16, 16, 16, 0, 11]"
daytrader,13,seed13_solution004,0.18726937269372692652,1.6877976190476189355,1.4701249453466804784,0.4906362071042346118,0.18726937269372692652,-1.6877976190476189355,1.4701249453466804784,0.4906362071042346118,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 7, 0, 9, 10, 0, 0, 0, 0, 11, 7, 11, 12, 7, 6, 6, 7, 7, 7, 12, 13, 0, 14, 15, 14, 14, 14, 14, 0, 11]"
daytrader,13,seed13_solution005,0.19003690036900369731,3.491910331384015187,1.4650308579474837778,0.49986560848935956969,0.19003690036900369731,-3.491910331384015187,1.4650308579474837778,0.49986560848935956969,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 4, 5, 6, 0, 0, 0, 0, 0, 7, 8, 1, 1, 0, 9, 9, 0, 2, 10, 0, 0, 0, 0, 11, 8, 12, 5, 8, 13, 13, 8, 8, 8, 14, 15, 0, 16, 16, 16, 17, 17, 17, 0, 12]"
daytrader,13,seed13_solution006,0.19741697416974168799,3.5048732943469782519,1.4518497059026895801,0.52025628330051976178,0.19741697416974168799,-3.5048732943469782519,1.4518497059026895801,0.52025628330051976178,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 4, 5, 6, 0, 0, 0, 0, 0, 7, 2, 1, 1, 0, 8, 8, 0, 2, 9, 0, 0, 0, 0, 10, 11, 12, 5, 11, 13, 13, 11, 11, 11, 14, 15, 0, 16, 16, 16, 17, 17, 17, 0, 12]"
daytrader,13,seed13_solution007,0.2098708487084870733,2.2014035087719299177,1.2860674104114695471,0.5649319547843848488,0.2098708487084870733,-2.2014035087719299177,1.2860674104114695471,0.5649319547843848488,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 3, 4, 3, 0, 0, 0, 0, 0, 5, 6, 1, 1, 0, 5, 5, 0, 2, 2, 0, 0, 0, 0, 7, 6, 8, 9, 6, 10, 10, 11, 6, 5, 8, 10, 0, 12, 13, 13, 12, 14, 12, 0, 8]"
daytrader,13,seed13_solution008,0.22001845018450183478,2.2093567251461987411,1.2735499645800909541,0.59325426196950237223,0.22001845018450183478,-2.2093567251461987411,1.2735499645800909541,0.59325426196950237223,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 4, 6, 0, 7, 8, 0, 0, 9, 0, 10, 11, 7, 8, 11, 7, 7, 11, 5, 0, 2, 12, 0, 9, 9, 10, 13, 13, 14, 1, 13]"
daytrader,13,seed13_solution009,0.22878228782287823861,2.2287719298245614041,1.3025702335164681678,0.53002885443614156102,0.22878228782287823861,-2.2287719298245614041,1.3025702335164681678,0.53002885443614156102,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 4, 0, 0, 0, 0, 0, 5, 6, 1, 1, 0, 7, 7, 0, 8, 2, 0, 0, 0, 0, 9, 6, 10, 11, 7, 12, 12, 6, 7, 7, 12, 13, 6, 14, 14, 5, 14, 14, 14, 0, 10]"
